date; SBER ; SBERP ; GAZP ; LKOH ; ROSN ; NVTK ; TATN ; TATNP ; SNGS ; SNGSP ; GMKN ; CHMF ; NLMK ; MAGN ; MTSS ; AFLT ; VTBR ; MOEX ; PLZL ; ALRS ; MGNT ; PHOR ; AKRN ; FEES ; HYDR ; IRAO ; BSPB ; TRNFP ;SIBN;LSRG
01.06.2015;72,65;48,03;139,4;2447,5;236;525,1;290,4;157,1; 31,89 ; 39,08 ;9303;611,1;73,68; 14,71 ;241,4; 40,53 ; 0,08 ;72,23;1567;64,4;10456;2081;2144;0,06467; 0,57 ; 1,22 ; 38,40 ;123220;138;612
02.06.2015;73,92;49,2;140,75;2515;237,5;536,3;294,25;158,1; 31,90 ; 38,90 ;9619;615;73,4; 15,21 ;245,3; 40,00 ; 0,08 ;73,5;1515;62,74;10892;2086;2180;0,06502; 0,58 ; 1,24 ; 38,80 ;127030;135,5;614
03.06.2015;71,72;48,11;140,71;2480,3;233,1;539,4;293,25;153,7; 31,51 ; 38,75 ;9704;622;73; 14,66 ;241,05; 39,30 ; 0,08 ;71,15;1510;60,5;10765;2085;2178;0,06452; 0,56 ; 1,22 ; 38,70 ;125150;134,9;601
04.06.2015;71,25;47,64;140,2;2525;236,25;538,2;297;155; 31,97 ; 39,05 ;9742;607,9;75,2; 14,82 ;239,5; 40,07 ; 0,08 ;70,55;1483;61,68;10750;2220;2230;0,0654; 0,58 ; 1,19 ; 38,65 ;130470;134,5;601
05.06.2015;70,61;47,85;142,4;2570;236,75;541,9;300,9;156,6; 31,90 ; 39,56 ;9986;618,1;75,2; 14,83 ;239,3; 39,80 ; 0,08 ;72,8;1475,5;62,94;10685;2244;2262;0,06565; 0,59 ; 1,15 ; 38,45 ;134890;136,5;600
08.06.2015;69,17;47,56;142,66;2551,9;239,6;541,2;292;156; 31,31 ; 39,00 ;9954;624,9;75,01; 14,78 ;241,5; 40,00 ; 0,08 ;72,2;1510;63,78;10654;2204;2220;0,06621; 0,58 ; 1,16 ; 38,65 ;133640;138;612
09.06.2015;70,21;47,31;146,17;2606;245;547,3;294,95;155,2; 31,60 ; 38,98 ;9701;626,9;74,03; 14,83 ;241,5; 40,80 ; 0,08 ;72,25;1540;63,71;11005;2179;2180;0,0647; 0,58 ; 1,11 ; 38,30 ;135020;140,7;619
10.06.2015;71,51;48,31;145,6;2551,3;246;543,9;294,6;155,9; 31,60 ; 39,00 ;9595;604,1;72,34; 14,74 ;239; 41,10 ; 0,08 ;71,5;1640;63,8;10895;2095;2140;0,06544; 0,58 ; 1,15 ; 38,50 ;134900;138;610
11.06.2015;72,55;48,2;145,4;2506,9;245,2;543,5;296,9;152,4; 31,70 ; 39,80 ;9655;594,2;72,8; 14,75 ;238,25; 39,78 ; 0,08 ;71,65;1712;62,01;11130;2059;2150;0,06463; 0,58 ; 1,12 ; 38,35 ;130700;139;614
15.06.2015;71,8;49,05;144,95;2481,7;243,4;550,9;298,25;152,5; 32,48 ; 41,05 ;9758;599;71,79; 14,65 ;241,6; 39,45 ; 0,08 ;71,55;1798,5;62,31;11236;2060;2180;0,06598; 0,59 ; 1,13 ; 39,40 ;133800;140;615
16.06.2015;73,5;50,85;146;2500,3;245,7;546,9;298,3;152,4; 33,51 ; 41,58 ;9695;596,1;71,95; 14,75 ;242,8; 39,70 ; 0,08 ;71;1804,5;61,2;11556;2028;2200;0,06525; 0,59 ; 1,13 ; 39,60 ;133830;139,5;615
17.06.2015;72,81;49,61;147,6;2475;245,9;545;296,25;155,8; 33,33 ; 41,36 ;9680;587,3;71,9; 14,95 ;240,1; 39,27 ; 0,08 ;72,77;1805;61,31;11520;2044;2196;0,0657; 0,57 ; 1,18 ; 38,70 ;131160;140,7;612
18.06.2015;72,98;49,84;147,15;2476;245;540;295,3;157; 33,30 ; 40,90 ;9579;582;72,2; 14,70 ;243,5; 38,97 ; 0,08 ;71,31;1812;61,96;11440;2020;2204;0,0659; 0,58 ; 1,17 ; 38,75 ;127510;140,5;610
19.06.2015;71,56;49,12;147,15;2474,4;250;547,1;290,4;154; 33,89 ; 42,12 ;9685;585,4;73,45; 14,50 ;245; 37,90 ; 0,08 ;71,15;1806;62,49;11385;2038;2220;0,06579; 0,58 ; 1,18 ; 38,50 ;130650;137,7;612
22.06.2015;72;49,14;148,5;2487;251,6;546,4;295,2;156,3; 34,72 ; 42,70 ;9670;596,9;73,22; 14,67 ;253,1; 38,78 ; 0,08 ;70,64;1804,5;62,91;11287;2048;2193;0,06588; 0,58 ; 1,17 ; 37,90 ;131480;136,3;605
23.06.2015;72,01;49,54;146,25;2469;250;544,5;293;158,1; 33,90 ; 42,00 ;9503;595;75; 14,70 ;250,5; 39,04 ; 0,08 ;69,21;1800,5;63,2;11266;2081;2247;0,06528; 0,57 ; 1,18 ; 37,75 ;129290;136,2;602
24.06.2015;71,98;50,04;146,68;2445;246,05;541,7;295,25;157,5; 34,23 ; 42,44 ;9450;577,1;74,52; 14,66 ;248,35; 38,72 ; 0,08 ;67,85;1804;64;11261;2044;2271;0,06433; 0,55 ; 1,19 ; 38,75 ;129490;135,3;601
25.06.2015;71,42;49,73;143,7;2406;238,55;531,1;291,35;157,3; 33,44 ; 42,30 ;9400;577,8;74,07; 14,66 ;246,05; 38,30 ; 0,08 ;68,21;1800;62,8;11220;2079;2261;0,0643; 0,53 ; 1,18 ; 39,00 ;129000;135,5;602
26.06.2015;70,6;49,42;145,18;2401,7;229,9;546,5;296,55;157,5; 33,50 ; 42,52 ;9575;585;74,2; 14,55 ;248,8; 39,16 ; 0,08 ;69,59;1795;63,45;11680;2159;2270;0,06303; 0,54 ; 1,21 ; 39,10 ;129590;136,6;602
29.06.2015;70,2;47,9;143,59;2408;229,65;549,9;294,95;157,6; 33,32 ; 42,54 ;9540;594,3;75,15; 14,72 ;243,25; 38,00 ; 0,08 ;69,38;1801,5;63,78;11268;2096;2253;0,06237; 0,53 ; 1,21 ; 39,10 ;131000;134;581
30.06.2015;72,35;48,32;145,85;2469,9;232;557,7;296,5;156,1; 33,10 ; 42,65 ;9500;594;74,69; 14,70 ;243,1; 38,24 ; 0,08 ;69,82;1710;63;11399;2060;2231;0,06301; 0,55 ; 1,23 ; 40,40 ;134800;136;572
01.07.2015;71;47,92;145,5;2429,2;232;560,6;294,8;157,7; 32,65 ; 41,99 ;9215;585,3;74,48; 14,78 ;243,9; 37,30 ; 0,08 ;68,8;1710;63,2;11465;2100;2259;0,06487; 0,55 ; 1,22 ; 41,20 ;131250;136,4;581
02.07.2015;70,54;47,95;145,8;2455;231,2;550;297,85;159,4; 32,77 ; 41,99 ;9250;592,5;74,64; 15,00 ;245,85; 37,00 ; 0,08 ;69,57;1730;63,37;11420;2083;2280;0,0639; 0,54 ; 1,20 ; 39,30 ;134900;136,6;580
03.07.2015;70,67;48,15;144,33;2425,3;228,4;551;297,65;157,9; 32,67 ; 41,58 ;9263;593,5;74,5; 14,92 ;243,95; 37,05 ; 0,08 ;68,53;1690;64,1;11331;2158;2280;0,0635; 0,54 ; 1,20 ; 38,15 ;132000;135,2;580
06.07.2015;68,45;46,55;143;2460;222,8;557,6;298,5;158,8; 32,75 ; 41,18 ;9277;605,7;75,1; 15,29 ;222,05; 36,67 ; 0,07 ;66,99;1710;67,41;11401;2200;2261;0,06202; 0,53 ; 1,19 ; 38,00 ;133000;135,2;566
07.07.2015;68,77;47,3;142,5;2465;220,5;559,4;296,95;158,6; 32,04 ; 41,06 ;9340;602,4;73,85; 16,40 ;218; 36,75 ; 0,07 ;66,49;1706;68,15;11099;2175;2354;0,0639; 0,53 ; 1,19 ; 37,50 ;134500;135;569
08.07.2015;67,73;46,67;141,5;2470;219;561,2;281,7;157,9; 30,79 ; 40,11 ;9100;588,5;74,2; 17,04 ;215,7; 38,00 ; 0,07 ;66,59;1739,5;68,2;10902;2140;2283;0,0615; 0,51 ; 1,16 ; 37,50 ;132000;134,6;553
09.07.2015;69,35;48,38;143,77;2484,6;223,6;564,7;290,9;158,9; 31,23 ; 40,54 ;9101;579,3;77,5; 16,80 ;219,6; 38,05 ; 0,07 ;67,01;1786;70;11055;2186;2380;0,06225; 0,52 ; 1,18 ; 37,90 ;133000;136,6;565
10.07.2015;71,06;49,15;143,9;2465;227;565,5;289,5;159,7; 30,88 ; 39,80 ;9147;580;76,45; 16,20 ;220,25; 38,07 ; 0,08 ;66,1;1801;72,3;11399;2190;2359;0,06174; 0,52 ; 1,16 ; 37,55 ;130910;136,1;568
13.07.2015;72,94;49,95;145,27;2435,6;231,5;575;295,05;162; 32,30 ; 39,40 ;9366;586,8;78,83; 16,88 ;222,15; 38,10 ; 0,07 ;67,57;1783;73,45;11649;2240;2436;0,06187; 0,52 ; 1,15 ; 38,45 ;133190;138;597
14.07.2015;73,9;50,66;146,5;2421,9;228,8;577,7;294,65;154,6; 31,31 ; 38,59 ;9450;594;79,25; 17,65 ;219,75; 38,94 ; 0,07 ;70,24;1821;70,79;11669;2251;2600;0,06184; 0,51 ; 1,15 ; 38,40 ;138140;138,1;611
15.07.2015;74;50,7;142,7;2460;230,5;578,4;299;154,9; 31,94 ; 32,40 ;9488;595;77,86; 18,70 ;218,2; 38,96 ; 0,07 ;72,23;1824;70,24;11660;2291;2600;0,0632; 0,52 ; 1,21 ; 38,30 ;138000;139,4;604
16.07.2015;74,21;50,7;144,2;2461,6;233,9;577,7;297,15;153,9; 33,28 ; 33,60 ;9600;596,4;77,74; 19,20 ;221,7; 39,55 ; 0,07 ;71,98;1810;72,06;11769;2334;2626;0,0639; 0,53 ; 1,20 ; 40,95 ;138070;141,7;599
17.07.2015;75,52;51,05;143,6;2465,4;232;574,7;295;153; 32,66 ; 33,60 ;9536;592,2;76,58; 19,73 ;219,9; 39,55 ; 0,07 ;71,89;1830;71,1;11750;2337;2589;0,06398; 0,54 ; 1,20 ; 41,00 ;135500;139,8;590
20.07.2015;74,1;50,7;141,78;2428,2;227,2;570;290,9;153,8; 32,04 ; 33,40 ;9393;594;77,02; 18,86 ;216,8; 38,82 ; 0,07 ;70,2;1807;72,97;11510;2310;2615;0,0631; 0,52 ; 1,19 ; 40,40 ;130800;137,9;579
21.07.2015;75,55;51,5;141,41;2442;227,05;564,2;296,35;156,2; 32,65 ; 33,86 ;9428;598,8;76,1; 18,49 ;214,95; 39,10 ; 0,07 ;70,45;1810,5;72,4;11735;2316;2629;0,06729; 0,53 ; 1,19 ; 40,95 ;131340;138;598
22.07.2015;74,6;51,65;140,8;2465;226,95;569,5;294,15;158; 31,93 ; 33,45 ;9320;612,4;75,69; 18,76 ;211,8; 39,00 ; 0,07 ;70;1810,5;72,39;12177;2350;2600;0,06485; 0,52 ; 1,18 ; 40,40 ;130300;136,2;608
23.07.2015;72,7;50,76;138,37;2462,5;223,2;566,7;287,3;158,8; 31,73 ; 33,19 ;9119;609,6;76,35; 18,41 ;215,5; 39,33 ; 0,07 ;68,95;1786,5;70,1;11885;2327;2580;0,06439; 0,52 ; 1,15 ; 40,00 ;130020;135,2;587
24.07.2015;70,45;49,26;136,41;2468,9;220,6;559,5;278,05;152,5; 31,05 ; 32,76 ;9025;623,9;77,9; 18,95 ;211; 39,13 ; 0,07 ;68,11;1777;66,7;11650;2373;2583;0,06635; 0,52 ; 1,16 ; 40,00 ;132190;134,6;585
27.07.2015;68,48;48,4;134,51;2398,9;220,5;567,5;278,8;154,7; 31,50 ; 33,60 ;9022;632;79,5; 18,61 ;207,65; 38,60 ; 0,07 ;67,75;1803,5;66,21;11750;2313;2670;0,06448; 0,51 ; 1,11 ; 38,35 ;133950;134,3;555
28.07.2015;69,55;48,9;135,05;2433,4;222,9;577;288,5;155,5; 32,10 ; 34,90 ;9231;647,6;80,22; 18,81 ;211,8; 38,12 ; 0,07 ;69,91;1807,5;65,73;11671;2372;2660;0,06441; 0,52 ; 1,14 ; 38,45 ;136820;134,6;570
29.07.2015;71,2;50,51;138,7;2430,9;229;578,2;284,2;156,1; 32,55 ; 36,10 ;9359;650,3;77,78; 18,45 ;217,05; 38,97 ; 0,07 ;69,7;1805;66;11800;2336;2501;0,06518; 0,52 ; 1,13 ; 39,45 ;136260;135,7;573
30.07.2015;72,2;50,9;139,8;2441;230,1;575;284,4;159; 32,94 ; 37,08 ;9365;663,6;79,12; 18,73 ;219; 39,22 ; 0,07 ;70,59;1805;67,77;12040;2373;2486;0,0663; 0,52 ; 1,13 ; 39,50 ;139350;136,6;593
31.07.2015;72,3;51,39;142,5;2537,6;236,7;591;301,85;162,4; 34,00 ; 37,75 ;9427;687,5;79,22; 18,89 ;224,9; 39,35 ; 0,07 ;70,5;1800;71,2;12200;2430;2556;0,068; 0,53 ; 1,13 ; 39,00 ;138100;137,4;600
03.08.2015;71,1;50,83;141,45;2509,1;233,05;587,9;303,9;160; 34,22 ; 37,40 ;9514;692;80,17; 19,35 ;222,55; 39,30 ; 0,07 ;70,5;1800;73,49;12268;2560;2518;0,0674; 0,53 ; 1,13 ; 38,95 ;141500;136,9;595
04.08.2015;72,3;51,67;141,89;2507,4;233,05;597,9;306,6;160,4; 34,04 ; 37,29 ;9889;695;79,68; 19,08 ;222,25; 39,30 ; 0,07 ;70,5;1815;71,95;12441;2630;2480;0,06512; 0,53 ; 1,11 ; 40,75 ;143700;137,4;595
05.08.2015;73,49;52,76;143,78;2529;236,15;589,3;315;165,4; 34,14 ; 36,98 ;10090;687,5;78,8; 18,76 ;227,1; 40,50 ; 0,07 ;72,2;1835;73,06;12818;2626;2490;0,06589; 0,53 ; 1,13 ; 40,40 ;143500;138,1;599
06.08.2015;72,25;51,89;140,88;2491,6;233,65;593,3;303,6;164; 34,05 ; 37,23 ;10125;681;79,79; 19,20 ;227,6; 39,90 ; 0,07 ;73,31;1875;73,05;12309;2707;2518;0,0655; 0,53 ; 1,13 ; 40,00 ;143500;137,6;590
07.08.2015;74,2;53,07;141,34;2520;235,55;598;304,3;163,7; 33,91 ; 37,31 ;10112;677,1;79,94; 19,30 ;229,65; 40,52 ; 0,07 ;74,4;2060;73,01;12396;2764;2591;0,06585; 0,54 ; 1,13 ; 40,10 ;144400;138;586
10.08.2015;75,16;53,95;141,5;2531;236,85;597,4;308,95;163,5; 34,50 ; 38,20 ;10222;675,3;80,43; 19,79 ;231; 40,23 ; 0,07 ;73,6;2280;73,21;12412;2805;2600;0,06695; 0,54 ; 1,13 ; 40,10 ;149200;139,3;590
11.08.2015;73,2;52,9;141,97;2519,7;235,5;592,5;307,5;166; 34,59 ; 38,33 ;10166;682;83,21; 20,70 ;231,95; 40,19 ; 0,07 ;73,6;2200;73,49;12320;2800;2683;0,06546; 0,53 ; 1,13 ; 39,55 ;154000;140,3;593
12.08.2015;73,4;53,18;142,99;2539,5;240;597,5;308,1;167,1; 34,56 ; 38,26 ;9850;687,9;82,45; 20,01 ;230; 40,18 ; 0,07 ;74;2430;73,88;12149;2829;2736;0,06574; 0,53 ; 1,13 ; 38,85 ;152000;145,1;587
13.08.2015;73,7;53,43;143,7;2548,2;243,9;593,8;314;168; 34,98 ; 38,55 ;9870;696,8;84,8; 20,22 ;229,5; 40,10 ; 0,07 ;75,2;2360;72,52;12177;2809;2769;0,0657; 0,53 ; 1,13 ; 38,70 ;150200;145;600
14.08.2015;74,43;54,1;144,8;2561,1;246,6;590,7;314,4;169,5; 35,30 ; 38,60 ;10061;705,1;84,62; 20,38 ;226,7; 39,87 ; 0,07 ;76,18;2365;69,73;12147;2808;2776;0,0659; 0,54 ; 1,14 ; 38,40 ;152800;146,2;592
17.08.2015;73;53,34;144,25;2554,9;245,15;584,4;316,5;169,8; 35,50 ; 39,25 ;10000;706,7;85,35; 20,19 ;230,1; 39,80 ; 0,07 ;76;2260;67,96;12162;2810;2773;0,0651; 0,53 ; 1,13 ; 38,65 ;152800;146;584
18.08.2015;72,45;53,23;142,65;2491;243,25;584;315,55;170; 34,92 ; 39,31 ;9810;695,1;84,4; 20,35 ;229,3; 39,95 ; 0,07 ;75,2;2200;67,05;12090;2835;2696;0,06485; 0,52 ; 1,12 ; 38,60 ;152700;143,5;583
19.08.2015;71,5;51,66;140,8;2468,5;241,05;571,7;306,6;164,6; 33,98 ; 38,65 ;9725;706,7;84,07; 20,33 ;227,95; 39,90 ; 0,07 ;74,3;2305;65,69;12050;2874;2752;0,0636; 0,53 ; 1,11 ; 38,50 ;154700;142,8;586
20.08.2015;72,05;52,5;142,64;2487,1;240,7;586;309;165; 34,30 ; 39,35 ;10047;723,1;85,06; 21,22 ;232; 39,80 ; 0,07 ;74,52;2250;65,48;12105;2937;2831;0,06379; 0,53 ; 1,10 ; 37,95 ;163000;145,8;585
21.08.2015;69,86;50,75;140,29;2412;235,25;564;293,6;162,1; 33,06 ; 39,35 ;10060;719,1;83,67; 21,36 ;228,7; 39,00 ; 0,07 ;71,8;2315;65,5;11860;2954;2852;0,06251; 0,52 ; 1,05 ; 36,75 ;161600;144,8;581
24.08.2015;68,53;49,84;135,35;2347;227,25;567,2;291,25;160; 31,75 ; 39,40 ;10215;723,8;82,39; 20,93 ;223,75; 37,73 ; 0,07 ;69,5;2215;63,8;11603;2980;2887;0,0599; 0,50 ; 1,01 ; 35,55 ;165200;142;564
25.08.2015;70,79;51,36;140,4;2381;235,4;560,3;288,45;161,5; 33,16 ; 39,10 ;10071;707;79,75; 20,76 ;224,7; 38,74 ; 0,07 ;71,4;2230;63,24;11829;2903;2758;0,06283; 0,51 ; 1,05 ; 37,10 ;160600;143;560
26.08.2015;71;52,06;140,51;2355;240;581,2;292,05;161,1; 33,10 ; 39,77 ;10290;700,1;79,11; 20,51 ;221; 38,95 ; 0,07 ;71,1;2230;64,61;11631;2939;2776;0,0623; 0,52 ; 1,07 ; 37,00 ;156300;143,1;555
27.08.2015;73,8;53,53;144,6;2424;245,5;599,5;306;168,8; 34,15 ; 40,30 ;10371;691,5;78,2; 20,79 ;227,25; 38,80 ; 0,07 ;73,42;2280;63,39;11910;2849;2707;0,06479; 0,53 ; 1,12 ; 37,95 ;155700;145,5;569
28.08.2015;74,82;53,98;146,6;2520;246,35;613,9;313;174,7; 34,83 ; 40,17 ;10430;693,3;78,62; 21,00 ;228,9; 39,04 ; 0,07 ;74;2370;64,1;12171;2821;2700;0,06535; 0,53 ; 1,11 ; 37,40 ;154000;147,6;573
31.08.2015;74,5;54,34;148,19;2531;245,1;633;323;174; 34,30 ; 40,40 ;10569;725,2;80,64; 22,25 ;228,85; 40,00 ; 0,07 ;74,31;2370;65;12275;2837;2817;0,06499; 0,53 ; 1,14 ; 37,35 ;157900;146,9;574
01.09.2015;73,14;53,56;144,5;2455;242,7;610;310;174,7; 33,75 ; 40,19 ;10329;725;78,6; 21,87 ;227,55; 37,70 ; 0,07 ;76,6;2465;66,49;11924;2796;2851;0,0648; 0,53 ; 1,13 ; 37,00 ;153900;146,5;576
02.09.2015;72,9;54,32;142,57;2440;249;606;305,05;176,9; 33,60 ; 39,87 ;10350;723,1;79,39; 22,61 ;228; 36,27 ; 0,07 ;74,91;2500;65,9;11845;2810;2804;0,06366; 0,54 ; 1,12 ; 37,00 ;153000;147,4;571
03.09.2015;74,15;53,53;145,3;2503;249,15;602,2;309;181; 34,03 ; 40,05 ;10600;730,4;78,56; 22,19 ;230,65; 35,70 ; 0,07 ;75,43;2615;65,2;11935;2791;2825;0,06471; 0,54 ; 1,11 ; 37,70 ;153100;148,1;566
04.09.2015;73,96;53,31;142,8;2458;244,35;606;304,9;178,4; 34,10 ; 40,15 ;10570;727;77,3; 21,91 ;226,2; 34,85 ; 0,07 ;76,1;2650;64,02;11988;2790;2830;0,06429; 0,55 ; 1,10 ; 37,75 ;150400;147,9;564
07.09.2015;73,81;53,16;141,67;2446,7;246,4;611,1;304,95;179,1; 34,08 ; 40,17 ;10716;733,5;78,25; 21,91 ;224,7; 34,10 ; 0,07 ;73,99;2710;63,05;12074;2859;2842;0,06421; 0,55 ; 1,09 ; 37,20 ;154100;147,7;560
08.09.2015;74,9;53,38;143,21;2462,1;248,05;619;307,1;179,4; 34,45 ; 40,30 ;10746;744,7;79,26; 21,65 ;227,1; 33,51 ; 0,07 ;75;2935;63,02;11996;2860;2880;0,06536; 0,55 ; 1,10 ; 37,60 ;157800;148,6;560
09.09.2015;74,65;53,89;144,22;2501,2;249,5;621;308,5;180,1; 34,68 ; 40,54 ;11099;757,1;80,2; 21,70 ;227; 34,97 ; 0,07 ;74,88;2895;62,91;11763;2850;2910;0,06552; 0,55 ; 1,11 ; 37,35 ;156000;150;567
10.09.2015;74,3;53,7;142,99;2489;247,2;624,3;311;181; 35,10 ; 40,54 ;10931;754,5;79,89; 21,83 ;225,8; 35,66 ; 0,07 ;77,61;3025;64,5;11420;2849;2913;0,0654; 0,57 ; 1,10 ; 37,15 ;161900;150,4;572
11.09.2015;74,1;53,5;142,4;2487,6;245,9;630;308,2;180; 35,24 ; 40,55 ;10870;755,1;79,95; 21,86 ;225,5; 35,55 ; 0,07 ;80,59;3025;64,85;11405;2835;2950;0,0645; 0,57 ; 1,11 ; 37,05 ;161000;149,8;574
14.09.2015;74,88;54,58;143,58;2524,5;246;634,1;315,4;180; 35,47 ; 41,22 ;10924;758,6;80,3; 21,62 ;225,7; 36,25 ; 0,07 ;81,97;3030;63,5;11313;2912;2975;0,06525; 0,57 ; 1,11 ; 37,10 ;160500;150;560
15.09.2015;74,85;54,47;141,95;2478,1;246;628,1;315;180,8; 34,93 ; 41,25 ;11009;749,9;81,05; 20,99 ;222,5; 36,20 ; 0,07 ;79,99;2880;62,3;11325;2880;2918;0,06404; 0,57 ; 1,07 ; 36,90 ;155000;149,5;548
16.09.2015;77,71;56,17;142,91;2475;251,5;628,6;323,6;179,3; 35,60 ; 41,10 ;11119;730;81,46; 20,24 ;227,3; 36,15 ; 0,07 ;79,31;2785;60,78;11583;2860;2888;0,06349; 0,57 ; 1,08 ; 37,30 ;155400;152,5;550
17.09.2015;76,49;56,56;142,8;2439;252,85;632;327,3;180; 34,95 ; 40,97 ;11206;740,5;82,2; 20,78 ;225,65; 35,83 ; 0,07 ;81,88;2685;61,05;11650;2855;2907;0,0634; 0,59 ; 1,07 ; 37,00 ;156300;148,9;551
18.09.2015;75,5;56,37;139,5;2403,8;256;631,8;322;185; 34,20 ; 41,50 ;11100;717;82,31; 20,57 ;223,85; 36,53 ; 0,07 ;80;2745;61,91;11543;2911;3000;0,05912; 0,62 ; 1,05 ; 37,00 ;154800;148,6;541
21.09.2015;75,94;56,94;139,45;2331,1;249,1;617,3;315;179,4; 34,15 ; 41,96 ;11080;732,9;80,55; 20,92 ;222,25; 35,95 ; 0,07 ;80,89;2670;60,81;11462;2850;2961;0,06187; 0,61 ; 1,07 ; 36,80 ;156000;147,6;542
22.09.2015;74,39;56;136,4;2225,9;244,8;604;305,6;171,3; 33,87 ; 40,98 ;10693;715,3;77,43; 20,90 ;221,95; 35,51 ; 0,07 ;79,99;2590;60,65;11360;2827;2925;0,06082; 0,59 ; 1,05 ; 36,40 ;155900;145,8;547
23.09.2015;73,74;55,6;134,3;2203;237;612,5;301;168,6; 33,15 ; 40,51 ;10200;702,6;74,7; 20,35 ;216,7; 35,31 ; 0,07 ;79;2950;59,15;11377;2738;2925;0,05976; 0,59 ; 1,06 ; 36,40 ;151600;144,7;560
24.09.2015;73,33;55,18;132,2;2185;237,25;598;298,35;171,5; 32,70 ; 39,45 ;9662;710;75,58; 21,07 ;213,15; 34,67 ; 0,07 ;79,4;2680;57,51;11387;2710;2954;0,05897; 0,59 ; 1,05 ; 36,00 ;150000;146,7;561
25.09.2015;74,97;57,25;133,85;2240;238,4;593;307;172,2; 33,68 ; 39,31 ;9565;693,1;74,14; 20,24 ;215,15; 35,33 ; 0,07 ;80,48;2755;55,9;11815;2710;2960;0,06098; 0,62 ; 1,06 ; 36,40 ;148000;145,5;558
28.09.2015;74,57;57,44;130,9;2241,9;236,65;577,3;300,05;170; 32,98 ; 38,54 ;9382;681,2;70,71; 20,04 ;210,8; 34,53 ; 0,07 ;77,5;2890;53,5;11566;2659;2952;0,0591; 0,61 ; 1,06 ; 36,65 ;145400;145;559
29.09.2015;75,5;56,87;133,2;2261;239,7;586,2;299,9;171; 33,30 ; 39,00 ;9325;696,3;72,63; 19,55 ;211,35; 34,60 ; 0,07 ;79,5;2960;54,77;11705;2657;3020;0,0594; 0,61 ; 1,07 ; 36,60 ;147600;145,2;555
30.09.2015;75,3;58,05;134,55;2242,9;242,95;597;308,55;172; 33,50 ; 39,50 ;9500;700;75,06; 20,40 ;212,7; 35,23 ; 0,07 ;80;2900;57,97;11600;2790;3043;0,05893; 0,61 ; 1,05 ; 36,80 ;148300;145,9;569
01.10.2015;74,51;56,88;132,9;2184;237,9;587,8;306,65;172,8; 33,50 ; 38,88 ;9394;690,1;72,92; 20,15 ;211,35; 36,10 ; 0,07 ;79,15;2905;56,92;11769;2796;2950;0,05994; 0,60 ; 1,05 ; 36,35 ;148700;145;557
02.10.2015;73,8;57,25;131,5;2140;234,6;588,1;300,85;172,1; 33,30 ; 39,09 ;9470;693,2;69,9; 20,00 ;209,7; 38,80 ; 0,07 ;77,6;2890;57,44;11581;2739;2998;0,05889; 0,58 ; 1,07 ; 36,30 ;146300;146,5;555
05.10.2015;76,2;58,4;136,8;2196;244;608;316,9;174,8; 35,00 ; 39,65 ;9450;680,2;70,42; 20,93 ;214,65; 38,92 ; 0,07 ;78,79;2895;58,55;11725;2699;3076;0,06008; 0,61 ; 1,10 ; 36,60 ;149300;148,6;567
06.10.2015;77,31;58,95;137,87;2238;248,5;618,1;323,75;175; 35,40 ; 40,09 ;9346;678,7;70,09; 20,95 ;214,75; 39,43 ; 0,07 ;81,5;2895;59,23;11797;2728;3077;0,06026; 0,61 ; 1,11 ; 36,95 ;152200;149,3;585
07.10.2015;79,65;61,8;140;2279;251,15;604;328,9;174,5; 35,06 ; 39,90 ;9210;670,5;70,32; 21,24 ;211; 40,80 ; 0,07 ;83,68;2780;59,66;11763;2710;3042;0,0595; 0,60 ; 1,10 ; 37,05 ;149000;149,5;572
08.10.2015;83,11;64,24;139,8;2294;253;605,6;323,2;175,5; 35,30 ; 39,90 ;9149;663,5;72,75; 21,05 ;213,95; 41,60 ; 0,07 ;83,05;2740;59,19;11696;2674;3047;0,06042; 0,61 ; 1,11 ; 37,25 ;147600;150;570
09.10.2015;85,77;66;143,81;2400,1;267;606;333;178; 36,11 ; 40,75 ;9560;660;72,7; 20,61 ;216,5; 43,31 ; 0,08 ;85,4;2675;59,1;11730;2549;2888;0,06211; 0,62 ; 1,14 ; 37,10 ;146500;151,4;584
12.10.2015;85,45;65,75;141,7;2340,2;263;599,4;325;172,9; 35,20 ; 40,64 ;9620;658,5;72,1; 19,67 ;215,25; 44,42 ; 0,08 ;88,2;2770;57,55;11667;2574;2935;0,06155; 0,59 ; 1,12 ; 37,20 ;140700;150,4;580
13.10.2015;85;65,55;141,8;2350;262,5;600,9;332,65;173,8; 35,88 ; 41,30 ;9715;672,3;72,69; 19,90 ;214,9; 44,90 ; 0,08 ;86,95;2765;59;11780;2533;2958;0,06169; 0,61 ; 1,13 ; 37,00 ;141900;151,6;592
14.10.2015;86,81;65,75;142,01;2341;260,85;601,1;328,5;172,9; 35,27 ; 41,40 ;9700;685;72,92; 20,09 ;216,05; 47,39 ; 0,08 ;85,7;2805;59;11810;2495;2985;0,06059; 0,61 ; 1,12 ; 36,95 ;142000;151,9;598
15.10.2015;87,7;67,25;142,61;2320;258,4;604,9;329,1;173,1; 35,50 ; 41,61 ;9783;725;74,9; 20,33 ;219,65; 49,00 ; 0,08 ;83,54;2820;57,96;12059;2503;3022;0,06071; 0,60 ; 1,14 ; 37,50 ;146500;148,2;587
