date; SBER ; SBERP ; GAZP ; LKOH ; ROSN ; NVTK ; TATN ; TATNP ; SNGS ; SNGSP ; GMKN ; CHMF ; NLMK ; MAGN ; MTSS ; AFLT ; VTBR ; MOEX ; PLZL ; ALRS ; MGNT ; PHOR ; AKRN ; FEES ; HYDR ; IRAO ; BSPB ; TRNFP ;SIBN;LSRG
10.03.2016;108,84;75,56;146,94;2692;301,55;634;349,6;198,1; 40,64 ; 45,23 ;9281;648,9;76,41; 20,61 ;232,8; 63,77 ; 0,08 ;101,92;4044;70,75;10900;2853;3825;0,06751; 0,69 ; 1,63 ; 42,20 ;191700;146;653
11.03.2016;109,26;77,03;144,3;2669;301,6;624,4;351;199,8; 40,30 ; 45,12 ;9221;652;78,11; 20,63 ;231,85; 64,77 ; 0,08 ;101,4;3940;70,65;10900;2862;3770;0,06823; 0,69 ; 1,61 ; 42,35 ;192700;145,05;655
14.03.2016;109,26;76,8;143,2;2658,5;301,05;624;341,45;196,8; 40,25 ; 44,99 ;9150;679;80; 21,40 ;232,9; 65,55 ; 0,07 ;103,85;3920;70,45;10780;2845;3705;0,06808; 0,68 ; 1,60 ; 42,35 ;180000;145,55;664,5
15.03.2016;106,46;75,62;142,54;2647,5;300,6;620,6;347,3;198,2; 39,36 ; 44,91 ;9202;651;78,46; 20,98 ;232,15; 66,30 ; 0,07 ;103,7;3890;70,03;10880;2876;3705;0,06884; 0,68 ; 1,64 ; 42,65 ;183800;145,45;665
16.03.2016;107;77;144,75;2703;301,25;623,8;349;200,6; 39,69 ; 45,25 ;9119;657;78,94; 20,88 ;236,95; 69,98 ; 0,08 ;105,7;3997;70;10788;2863;3745;0,0733; 0,68 ; 1,68 ; 43,55 ;185500;146;677
17.03.2016;109,47;78,45;147,27;2750;309,4;610,5;352,2;198; 39,80 ; 45,21 ;9243;651,5;78,26; 20,64 ;236; 70,19 ; 0,08 ;105,78;3970;71;10900;2875;3720;0,07365; 0,71 ; 1,67 ; 44,30 ;186100;145,5;673,5
18.03.2016;112,4;79,7;150,65;2810;315,55;610,5;364;203; 38,82 ; 43,55 ;9490;667,6;80,73; 21,10 ;234,5; 70,51 ; 0,08 ;105,2;3926;70,17;11400;2835;3800;0,0765; 0,70 ; 1,62 ; 44,25 ;178600;145,5;669,5
21.03.2016;112,07;79,81;149,9;2784,5;313;612,5;360,6;201,5; 38,90 ; 43,43 ;9390;680,1;80; 21,10 ;237,2; 73,53 ; 0,08 ;104,25;3861;71,06;11255;2847;3795;0,0783; 0,69 ; 1,68 ; 44,15 ;180000;145,8;675
22.03.2016;111,49;80,03;149,62;2740;318,05;616,2;359,5;198,3; 39,80 ; 43,96 ;9440;711;81,4; 21,78 ;239; 73,69 ; 0,07 ;103,49;3837;70,85;11209;2840;3765;0,08215; 0,70 ; 1,70 ; 42,70 ;181200;147,5;676
23.03.2016;109,1;78,93;146;2687,5;309,2;608,5;357,95;197,3; 39,23 ; 44,05 ;9240;705;83,18; 22,45 ;235,5; 72,94 ; 0,07 ;104,49;3836;71,2;11100;2855;3825;0,08288; 0,69 ; 1,70 ; 44,00 ;184000;148,6;674,5
24.03.2016;108,06;78,75;145,8;2615;304,8;606,5;348,5;203; 38,85 ; 44,16 ;9020;715,8;83,23; 21,61 ;236; 73,76 ; 0,07 ;104,6;3890;70,68;11041;2825;3750;0,08201; 0,70 ; 1,74 ; 44,45 ;186900;148,65;672
25.03.2016;109,1;79,65;146,04;2607,5;304,5;608;348,75;200,6; 38,76 ; 44,12 ;9046;713;82,09; 21,47 ;236,5; 73,21 ; 0,07 ;104,88;3820;70,36;10880;2833;3775;0,08298; 0,70 ; 1,77 ; 44,05 ;184500;147,85;673,5
28.03.2016;108,12;78,65;145,1;2570;302,5;602,2;345;201,3; 38,45 ; 44,29 ;8995;716;82,9; 21,74 ;236,95; 72,60 ; 0,07 ;103,18;3863;68,93;10655;2817;3710;0,08475; 0,69 ; 1,77 ; 45,00 ;180700;147,8;675,5
29.03.2016;107,05;77,6;144,7;2614,5;296,4;597,5;348,8;201; 38,47 ; 44,51 ;8935;717,6;82,62; 21,80 ;235,4; 73,69 ; 0,07 ;100,91;3930;69,24;10575;2810;3745;0,082; 0,68 ; 1,74 ; 44,50 ;180500;148;674
30.03.2016;109,15;79,09;147,8;2610;307,8;599,6;357,9;202,9; 39,30 ; 44,45 ;8950;731,5;84,49; 21,97 ;236,35; 74,10 ; 0,07 ;101,81;3876;70;10410;2772;3765;0,08344; 0,70 ; 1,80 ; 45,00 ;187000;150,5;678,5
31.03.2016;109,9;79,09;147,75;2622;305,2;598;361;203,4; 39,71 ; 44,96 ;8700;712;83,36; 22,04 ;240,1; 74,48 ; 0,08 ;105,05;3803;69,6;10550;2800;3665;0,0826; 0,70 ; 1,84 ; 46,50 ;184400;149,75;681,5
01.04.2016;108,52;77,29;147,2;2625;301,8;590;356;199,5; 39,65 ; 44,90 ;8460;734,9;86,28; 22,50 ;237,6; 74,55 ; 0,07 ;105,05;3849;70,3;10470;2774;3575;0,0848; 0,69 ; 1,83 ; 46,90 ;181500;149,25;684
04.04.2016;108,2;76,26;146,38;2692;309,5;590;359;197,8; 39,53 ; 45,04 ;8459;751,5;89,14; 23,57 ;236,45; 74,65 ; 0,08 ;103,52;3830;70,2;10470;2799;3590;0,08899; 0,70 ; 1,82 ; 47,35 ;186500;149,6;688,5
05.04.2016;106,87;75,13;144,34;2698,5;306,2;600;351;195,9; 38,93 ; 44,99 ;8700;746,9;88,05; 23,62 ;233,3; 75,40 ; 0,07 ;102,4;3909;70,1;10400;2846;3575;0,09106; 0,69 ; 1,79 ; 49,20 ;187500;150,45;686
06.04.2016;108;76,1;144,2;2715;309,05;601,6;350,95;198,2; 38,65 ; 44,74 ;8799;738,6;88,12; 23,71 ;231,9; 79,14 ; 0,07 ;102,67;3820;70,15;10390;2796;3605;0,09695; 0,70 ; 1,76 ; 51,15 ;182000;149,85;680
07.04.2016;108,51;76,8;143,89;2722;306,8;591,7;361,8;198; 37,85 ; 44,55 ;8688;742,5;89,8; 23,75 ;234,4; 78,00 ; 0,07 ;103;3854;70,1;10332;2768;3570;0,09674; 0,70 ; 1,78 ; 53,90 ;183200;149;685
08.04.2016;112,92;78,75;145,7;2777,5;316,5;584,4;359,15;199; 37,60 ; 44,21 ;8629;731;90,09; 24,30 ;238,1; 79,00 ; 0,07 ;104,2;3799;71,89;10320;2789;3555;0,09495; 0,69 ; 1,76 ; 53,00 ;183700;149,15;684
11.04.2016;117,35;81,85;147,3;2798;325;596,8;359,85;204,4; 37,80 ; 43,73 ;8783;760,4;89,5; 24,20 ;251,5; 82,20 ; 0,08 ;104,55;3760;71,7;10254;2756;3555;0,09669; 0,70 ; 1,78 ; 54,15 ;183600;150,1;689
12.04.2016;117,95;81,92;148,9;2775;320;599;355,6;200; 37,18 ; 43,30 ;8730;747,3;87,15; 23,90 ;250; 79,32 ; 0,08 ;104,9;3700;71,75;10129;2698;3530;0,097; 0,70 ; 1,78 ; 54,65 ;180200;151,5;702,5
13.04.2016;119,5;82,45;153,12;2824;322,3;610;356,8;201,5; 37,74 ; 43,43 ;9121;764,5;85,75; 24,06 ;251,7; 78,55 ; 0,08 ;104,9;3671;71,2;10490;2739;3550;0,09872; 0,70 ; 1,82 ; 54,25 ;182000;152;711
14.04.2016;119,3;81,2;150,43;2814,5;313,6;601,7;350,3;195; 37,11 ; 43,85 ;9150;787;87,4; 24,57 ;251,75; 78,63 ; 0,07 ;103,47;3849;71,6;10240;2717;3675;0,09476; 0,69 ; 1,80 ; 55,20 ;180000;152,15;718
15.04.2016;119,3;80,84;147,99;2822,5;309,75;602,3;348,4;196,8; 36,86 ; 43,80 ;9120;784,9;88,22; 23,96 ;252; 78,00 ; 0,08 ;102,05;4014;71,45;10132;2739;3600;0,08777; 0,68 ; 1,77 ; 55,00 ;181100;150,3;654,5
18.04.2016;118,2;81,07;146,3;2777;303,9;604;344,5;196,7; 36,10 ; 43,43 ;9270;776,8;87,7; 24,22 ;249,5; 76,68 ; 0,07 ;104;4150;70,76;10125;2838;3690;0,08942; 0,69 ; 1,76 ; 54,00 ;176800;148,85;647
19.04.2016;121,5;82,8;155,95;2815,5;311,75;604,6;344;197,8; 35,81 ; 43,19 ;9241;779,9;90,7; 24,09 ;259,45; 77,62 ; 0,07 ;107,05;4290;73,7;10075;2844;3725;0,095; 0,68 ; 1,73 ; 54,40 ;179900;152,9;640
20.04.2016;123,75;83,88;161,95;2870;322,05;604,2;342;198,6; 35,56 ; 43,28 ;9259;798,8;94,7; 24,49 ;257,2; 77,26 ; 0,07 ;108,84;4400;75,76;10115;2925;3760;0,0961; 0,69 ; 1,73 ; 54,35 ;183800;154,85;648
21.04.2016;119,17;82,95;161,8;2890;323;607,7;333;196,4; 35,93 ; 42,45 ;9368;806,7;93,33; 24,70 ;257,4; 74,80 ; 0,07 ;108,7;4536;75,08;10162;2947;3775;0,09558; 0,68 ; 1,71 ; 53,50 ;183500;153,05;648,5
22.04.2016;121,25;84,08;161,2;2890;322,1;611;342,95;198,7; 36,40 ; 42,70 ;9750;817,9;92,01; 25,22 ;258,5; 78,21 ; 0,07 ;109,95;4570;75;10295;2915;3725;0,09623; 0,69 ; 1,82 ; 52,65 ;189700;153,3;647
25.04.2016;120,08;82,85;160,3;2853;326,9;607,1;352,8;199,8; 36,20 ; 43,00 ;9631;829;92,8; 25,22 ;257,1; 76,28 ; 0,07 ;109,25;4741;74,81;9540;2865;3605;0,09829; 0,69 ; 1,84 ; 52,00 ;205000;153,95;639
26.04.2016;119,7;82,37;163;2796;331,85;610,9;353;197,9; 35,90 ; 43,10 ;9750;772;92,05; 23,70 ;256; 75,16 ; 0,07 ;103,99;4744;74,2;9180;2875;3605;0,09715; 0,69 ; 1,83 ; 52,35 ;201000;154,15;644,5
27.04.2016;120,8;83,09;160,99;2733;334,95;613;353,35;194,4; 35,81 ; 42,95 ;9700;767;90,3; 23,78 ;256,7; 75,00 ; 0,07 ;103,36;4798;74,16;8825;2851;3625;0,0957; 0,69 ; 1,83 ; 52,90 ;199000;152,9;636,5
28.04.2016;124,39;83,91;164,75;2800;341,75;638,1;356,9;193; 35,82 ; 42,70 ;9709;758,1;88,3; 24,12 ;256,65; 76,04 ; 0,07 ;104,71;4760;74,32;9040;2863;3685;0,09805; 0,69 ; 1,82 ; 52,75 ;202300;153,2;642
29.04.2016;123,55;84;168,47;2752;351;612,8;340,95;192; 34,10 ; 42,00 ;9409;727;89,25; 23,74 ;253; 77,48 ; 0,07 ;102,15;4768;73,9;9002;2838;3550;0,10045; 0,69 ; 1,80 ; 52,40 ;200200;152,4;649
04.05.2016;120,96;82,08;162,4;2698,5;346;623;330,4;184,5; 33,73 ; 40,98 ;9100;712,9;83,65; 22,65 ;257,2; 76,89 ; 0,07 ;105,15;4750;73,55;9006;2869;3520;0,10773; 0,69 ; 1,76 ; 51,35 ;204400;152,9;649,5
05.05.2016;120,92;82,5;160,5;2630;336,5;611,1;323,65;183,5; 33,46 ; 40,71 ;8809;715,9;84,19; 22,20 ;256,75; 78,40 ; 0,07 ;106,23;4813;72,6;9151;2861;3570;0,10866; 0,68 ; 1,79 ; 52,80 ;202000;153,1;645,5
06.05.2016;120,64;82,78;159,27;2629;329;618,9;320;183; 32,88 ; 40,98 ;8760;722;87,1; 22,61 ;262,05; 78,50 ; 0,07 ;103,93;4755;72,64;9093;2846;3535;0,10696; 0,67 ; 1,79 ; 52,20 ;207200;153,95;647
10.05.2016;119,55;82,25;156,85;2585,5;323,5;623,9;321,2;186; 33,00 ; 40,03 ;8815;686,4;83,4; 23,74 ;253; 79,87 ; 0,07 ;102,8;4756;72,5;9038;2894;3565;0,108; 0,67 ; 1,75 ; 52,30 ;208200;154,4;643
11.05.2016;123,45;84;159,45;2642,5;324,6;628,8;322,85;183,9; 33,98 ; 41,05 ;8850;683;84,86; 24,39 ;253; 78,90 ; 0,07 ;106,04;4753;72,62;8921;2925;3545;0,10886; 0,67 ; 1,75 ; 52,65 ;202300;155,6;643
12.05.2016;121,2;83,08;159,03;2673,5;319;620,3;320,15;184,8; 33,57 ; 42,40 ;8911;690;83,94; 24,36 ;255,2; 81,00 ; 0,07 ;107;4740;73,08;8834;2840;3620;0,10997; 0,67 ; 1,68 ; 52,00 ;197500;153,8;630,5
13.05.2016;121,07;83,1;159,85;2699,5;322,65;618,4;325,95;186,3; 33,43 ; 40,93 ;8986;689;83,65; 24,34 ;256,1; 80,51 ; 0,07 ;104,32;4750;73,49;9036;2932;3530;0,11; 0,67 ; 1,72 ; 52,90 ;198000;153,85;637
16.05.2016;122,6;83,72;158,07;2662;322,6;626,4;321,2;183,5; 33,42 ; 41,10 ;8930;683,2;86,21; 24,59 ;259,2; 81,80 ; 0,07 ;104,36;4750;76,22;9430;2875;3535;0,1102; 0,68 ; 1,87 ; 53,10 ;204900;154,6;638
17.05.2016;122,71;83,83;153,58;2671,5;322,1;632,3;322,8;184; 33,52 ; 42,39 ;8930;689,1;85,37; 25,00 ;259,45; 80,56 ; 0,07 ;103,71;4770;76,55;9352;2884;3540;0,10929; 0,67 ; 1,85 ; 52,90 ;201800;156,8;635,5
18.05.2016;123,12;84,05;152,1;2707;329,5;639,2;325,5;184,1; 34,16 ; 42,75 ;9095;713,7;86,2; 24,93 ;262,9; 78,69 ; 0,07 ;105,22;4733;78;9301;2889;3500;0,1105; 0,67 ; 1,86 ; 52,60 ;189700;155,5;643
19.05.2016;120,5;82,07;148,33;2695,5;330;642,6;317;182,1; 33,82 ; 42,25 ;9190;700,7;84,12; 24,96 ;252,6; 78,10 ; 0,07 ;105,2;4700;76,55;9200;2881;3515;0,10811; 0,66 ; 1,90 ; 52,65 ;179900;155,9;645,5
20.05.2016;121,9;82,92;146,7;2712;324,65;654,5;313,5;178,2; 33,65 ; 41,75 ;9120;704,4;84,98; 25,20 ;258; 78,80 ; 0,07 ;104;4750;73,59;9075;2888;3545;0,112; 0,65 ; 1,92 ; 52,95 ;181000;156,4;646,5
23.05.2016;121,51;82,6;144,31;2647;313,1;648,7;305,7;177; 33,26 ; 41,74 ;9031;694,8;82,8; 25,14 ;253,1; 81,18 ; 0,07 ;104;4691;73,15;8975;2899;3570;0,113; 0,64 ; 1,92 ; 52,00 ;172800;155;672
24.05.2016;123,5;83,43;146,35;2656,5;317;651,3;304,45;176,6; 33,36 ; 41,54 ;9085;696,3;83,05; 25,64 ;254,8; 81,50 ; 0,07 ;105,1;4711;73,78;9150;2920;3570;0,11938; 0,64 ; 1,93 ; 54,10 ;173500;155;672,5
25.05.2016;127,87;84,9;146,55;2650,5;318;657,3;305,9;175,1; 33,56 ; 41,21 ;9079;703,1;84,56; 26,82 ;256; 80,60 ; 0,07 ;106,17;4705;71,75;9140;2922;3615;0,12298; 0,64 ; 1,95 ; 56,70 ;176600;155,65;672
26.05.2016;132,16;87,4;148,87;2678;320,15;652;309,9;176,2; 33,53 ; 41,39 ;9152;697;84,64; 26,40 ;254,7; 82,68 ; 0,07 ;106,47;4704;70,54;9201;2904;3605;0,12283; 0,64 ; 1,91 ; 56,40 ;172200;156,6;700
27.05.2016;133,2;88,56;149,88;2682;320,6;659,9;310;175,3; 33,80 ; 41,60 ;9140;706;85,4; 26,91 ;255,8; 81,00 ; 0,07 ;106,94;4690;71,5;9466;2916;3675;0,12327; 0,66 ; 1,94 ; 56,70 ;175500;156,15;717,5
30.05.2016;134,45;89,83;149,6;2695,5;322;671,8;313,55;175,5; 33,80 ; 41,62 ;9200;701,2;85,65; 26,20 ;255,55; 81,01 ; 0,07 ;106,75;4720;72,96;9408;2945;3675;0,12699; 0,67 ; 1,95 ; 56,50 ;175400;156,05;702
31.05.2016;132,56;91,5;145,5;2570;316;659,4;301,8;171,9; 33,81 ; 41,45 ;8990;670,5;85,99; 25,72 ;257,15; 81,70 ; 0,07 ;109,4;4682;70,45;9340;2880;3795;0,13; 0,63 ; 1,96 ; 54,80 ;170000;157,1;708
01.06.2016;131,36;90,86;144,7;2580;313;659;309,55;173,5; 33,35 ; 41,40 ;9029;674,5;84; 24,50 ;251,9; 83,00 ; 0,07 ;106,72;4651;70,9;9255;2775;3805;0,1286; 0,63 ; 1,95 ; 54,95 ;172300;156,4;716
02.06.2016;132,3;91,25;144;2597;311,35;660,8;311,95;175,5; 32,91 ; 40,51 ;8925;675,2;81,18; 24,94 ;254,55; 84,40 ; 0,07 ;108;4719;69,7;9190;2771;3865;0,13797; 0,62 ; 1,98 ; 55,50 ;166200;157,2;736
03.06.2016;131,59;90,24;143,41;2587;314,75;654,4;314;175,2; 33,02 ; 41,01 ;8859;667,5;80,45; 25,96 ;253; 88,20 ; 0,07 ;109,1;4720;69,81;9150;2785;3755;0,139; 0,63 ; 2,15 ; 56,60 ;161500;159;727
06.06.2016;133,99;92,14;146,4;2613;323,85;651,1;320,85;177,8; 33,69 ; 41,63 ;8968;688;80,73; 25,35 ;267; 87,92 ; 0,07 ;111,2;4710;69,3;9260;2840;3715;0,1272; 0,62 ; 2,14 ; 55,35 ;164500;158,85;744
07.06.2016;139,97;97,21;147,75;2681,5;328,85;673,9;335;180,3; 34,10 ; 41,60 ;8974;701,9;81,02; 25,38 ;264,95; 86,53 ; 0,07 ;112,4;4700;71,46;9388;2845;3720;0,13; 0,62 ; 2,20 ; 56,25 ;164500;162;759,5
08.06.2016;139,39;97,44;146,95;2680,5;342,5;665,9;331,5;179,5; 34,14 ; 40,95 ;8873;692,2;79,99; 25,62 ;263,4; 84,04 ; 0,07 ;111,65;4700;73,08;9200;2825;3675;0,12797; 0,61 ; 2,20 ; 56,20 ;174200;161,25;777,5
09.06.2016;139,61;97,78;144,98;2635;343,5;680;319,4;175,8; 33,25 ; 40,55 ;8699;675,4;80,51; 25,33 ;264,15; 85,00 ; 0,07 ;111;4707;73,11;8830;2760;3755;0,12127; 0,60 ; 2,15 ; 56,45 ;171400;158,75;758
10.06.2016;133,5;93,75;142,44;2636;337,85;662;316,5;173,1; 32,82 ; 39,85 ;8696;671,9;77,7; 25,45 ;260,7; 83,92 ; 0,07 ;110,81;4704;70,7;8819;2745;3610;0,12299; 0,60 ; 2,20 ; 55,65 ;165600;157,6;734,5
14.06.2016;127,08;88,75;141,84;2670;324,8;663,6;322;175,4; 33,94 ; 38,55 ;8670;662;79,2; 24,99 ;263,4; 83,99 ; 0,07 ;113,1;4704;70;8660;2768;3550;0,12999; 0,59 ; 2,34 ; 54,10 ;172900;154,85;738
15.06.2016;129,89;90,44;141,57;2637,5;322,85;655;323,45;172,3; 33,86 ; 38,10 ;8553;651,8;79,01; 25,28 ;268,3; 84,47 ; 0,07 ;115,74;4719;68,95;8929;2730;3570;0,1379; 0,59 ; 2,37 ; 53,50 ;173500;156,15;742
16.06.2016;127,1;88;139,5;2624;316,3;649,3;321,3;173,4; 33,95 ; 38,59 ;8498;640,6;78,75; 24,24 ;256; 87,00 ; 0,07 ;114,9;4700;70,75;8755;2771;3630;0,1445; 0,59 ; 2,40 ; 53,00 ;173900;155,35;749
17.06.2016;128,7;89,54;139,32;2647;320,65;669,6;325,05;177,5; 33,60 ; 38,85 ;8448;652,4;79,9; 25,03 ;253,3; 84,70 ; 0,07 ;113,09;4705;71,68;8750;2790;3565;0,14029; 0,57 ; 2,49 ; 52,50 ;168000;152,2;745
20.06.2016;132,13;90,95;142,97;2643,5;336;667;329,25;176,3; 33,82 ; 38,99 ;8300;663,2;80,24; 25,45 ;262,2; 85,90 ; 0,07 ;119;4697;72,94;8850;2765;3520;0,14099; 0,59 ; 2,54 ; 53,10 ;164700;157,95;767
21.06.2016;133,39;90,51;143,54;2658;340,95;659,6;322,85;176,2; 33,74 ; 38,60 ;8413;674;80,4; 25,37 ;255,1; 83,52 ; 0,07 ;117,06;4707;73,11;8709;2786;3435;0,142; 0,61 ; 2,49 ; 52,95 ;167200;158,65;776
22.06.2016;134,81;91,85;143;2660;337,75;651,2;327,25;175,6; 33,20 ; 38,65 ;8349;689;81,67; 24,75 ;253; 84,17 ; 0,07 ;117,01;4690;71,5;8488;2757;3405;0,13982; 0,60 ; 2,54 ; 54,30 ;164500;159,1;786,5
23.06.2016;138;95,61;144,2;2730;348;658,1;330;177,5; 33,44 ; 38,51 ;8407;684;81,55; 24,81 ;249,9; 85,70 ; 0,07 ;117,05;4687;71,42;8450;2738;3400;0,141; 0,60 ; 2,60 ; 54,90 ;165800;161,8;776,5
24.06.2016;133,4;91,01;141,25;2725;333,65;630,3;325,65;174,7; 33,70 ; 39,20 ;8380;679;81,06; 23,80 ;238,15; 83,42 ; 0,07 ;114,1;4662;72,15;8280;2779;3420;0,14315; 0,60 ; 2,58 ; 52,40 ;163200;159,95;809,5
27.06.2016;126,2;87;138,52;2631;328,05;628,4;316;172,5; 32,90 ; 38,76 ;8285;656,8;79; 23,01 ;234,5; 83,00 ; 0,07 ;112;4689;70;8320;2769;3400;0,151; 0,59 ; 2,40 ; 52,00 ;163600;158,25;826
28.06.2016;129,57;88,46;139,24;2628;327;627,8;322,35;175,2; 32,90 ; 38,75 ;8480;682,4;82,65; 23,06 ;240,8; 81,20 ; 0,07 ;112,99;4693;69,9;8300;2788;3400;0,153; 0,59 ; 2,28 ; 52,50 ;165200;157;827,5
29.06.2016;133,88;90,35;140;2668;331,5;641,9;328,65;176,9; 33,24 ; 38,40 ;8485;697,5;83,41; 24,03 ;243,5; 83,41 ; 0,07 ;113,75;4698;69,5;8700;2785;3475;0,153; 0,60 ; 2,45 ; 51,95 ;169400;160,6;830
30.06.2016;133;90;139,51;2684;330;647,6;331,5;176,5; 33,21 ; 38,40 ;8540;700,7;83; 24,00 ;243,05; 85,50 ; 0,07 ;112,52;4696;69,29;9012;2769;3495;0,1565; 0,62 ; 2,52 ; 51,75 ;166500;161,35;823
01.07.2016;133,85;90,8;140,05;2707;332,45;644,2;331,5;178,4; 32,96 ; 38,61 ;8496;699,1;83,7; 24,23 ;245,05; 86,01 ; 0,07 ;112,44;4689;68,5;9101;2742;3430;0,15815; 0,63 ; 2,47 ; 51,80 ;166500;163,2;823,5
04.07.2016;134,6;90,73;141,6;2745;331,2;641,5;327,3;178,3; 33,05 ; 39,01 ;8861;684,1;84,11; 24,43 ;235,45; 85,17 ; 0,07 ;112,9;4681;69,5;9145;2718;3465;0,16821; 0,62 ; 2,44 ; 50,50 ;165400;162,15;843
05.07.2016;131,85;89;140,95;2769,5;329,4;634,1;322;176,4; 32,90 ; 39,54 ;8809;691,8;82,12; 23,70 ;235,15; 86,48 ; 0,07 ;110,78;4698;69,6;8950;2649;3455;0,167; 0,62 ; 2,55 ; 49,95 ;163300;163,95;859
06.07.2016;129,36;88,26;139,99;2732;320,5;632;321,15;177,2; 32,14 ; 39,85 ;8772;701;84,14; 24,78 ;235,2; 86,45 ; 0,07 ;111;4690;68,71;8760;2580;3450;0,1643; 0,62 ; 2,54 ; 49,75 ;162600;162,3;828,5
07.07.2016;131,8;90,16;140,37;2748;320,9;640;314,35;170,7; 31,95 ; 39,49 ;8720;676,1;81,15; 24,70 ;231,5; 87,44 ; 0,07 ;113,06;4682;67,63;8753;2626;3440;0,16339; 0,60 ; 2,54 ; 49,60 ;160100;163,1;846
08.07.2016;134,41;91,51;140,27;2788;325;638,5;311,8;169,8; 32,00 ; 39,95 ;8672;658,2;84,52; 24,85 ;232; 89,00 ; 0,07 ;115,22;4680;67,55;9261;2593;3470;0,15548; 0,59 ; 2,56 ; 50,50 ;155300;162,65;840,5
11.07.2016;137,2;92,7;141,4;2752;328,35;643,2;317,9;169,9; 32,32 ; 40,50 ;8855;669,1;84,25; 25,16 ;238,2; 87,73 ; 0,07 ;119,19;4686;67,86;9348;2578;3425;0,15; 0,61 ; 2,57 ; 51,85 ;157600;162,35;842,5
12.07.2016;140,4;94,81;142,12;2777;339,4;659,8;326,35;170,2; 32,39 ; 40,88 ;9025;693,8;86,8; 25,70 ;238,05; 89,79 ; 0,07 ;119,98;4665;69,18;9404;2535;3350;0,14307; 0,61 ; 2,59 ; 52,00 ;161500;163,65;841,5
13.07.2016;139,4;96,44;143,6;2741;336,5;660,5;316,05;166; 32,35 ; 40,99 ;9300;694,3;87,84; 26,60 ;235,85; 90,46 ; 0,07 ;119,7;4644;71,2;9460;2520;3445;0,14177; 0,62 ; 2,63 ; 52,00 ;161700;162,8;860,5
14.07.2016;140;96,99;144,2;2770;336,5;650,2;318;167,3; 32,96 ; 41,40 ;9297;711,2;88,58; 27,38 ;232,5; 87,78 ; 0,07 ;119,61;4610;70,99;9508;2517;3375;0,14872; 0,62 ; 2,73 ; 52,00 ;165000;164,3;876,5
15.07.2016;138,12;96;147,37;2792,5;335;651,6;325,6;168,4; 32,95 ; 36,00 ;9290;730;90,39; 27,95 ;235,2; 87,18 ; 0,07 ;120;4593;70,5;9461;2589;3440;0,14549; 0,64 ; 2,64 ; 53,90 ;162300;163,55;887
18.07.2016;139,93;96,5;145,84;2799;333,7;648,2;326,35;166,8; 32,66 ; 34,20 ;9308;730,3;89,75; 28,29 ;236,9; 86,90 ; 0,07 ;119,2;4564;69;9250;2648;3460;0,147; 0,64 ; 2,60 ; 56,30 ;161400;162,3;879
19.07.2016;139,47;96,51;139,48;2828;329,5;645,1;323;164,8; 31,70 ; 32,30 ;9310;738,8;92,97; 28,26 ;235,35; 87,58 ; 0,07 ;119;4548;70,83;9104;2648;3465;0,1466; 0,65 ; 2,61 ; 56,00 ;158300;163;912,5
20.07.2016;138,57;97,37;139,26;2840,5;329,05;646,9;317,3;164,4; 31,61 ; 33,02 ;9297;745;93,7; 28,40 ;239,5; 86,86 ; 0,07 ;114,73;4520;70;9225;2645;3445;0,14705; 0,65 ; 2,64 ; 56,75 ;156600;162,75;902,5
21.07.2016;138,5;97,1;140,1;2858;334,3;653,5;320,7;160,9; 31,96 ; 33,48 ;9390;741;91,88; 28,19 ;244,3; 85,20 ; 0,07 ;115,39;4539;70;9400;2632;3450;0,14931; 0,66 ; 2,67 ; 56,75 ;156800;164,5;898
22.07.2016;137,8;96,4;140,6;2855;334,3;645,9;319;159,5; 32,23 ; 33,50 ;9400;747,5;90,34; 28,70 ;243,9; 86,88 ; 0,07 ;115,95;4564;70,01;9365;2649;3400;0,154; 0,66 ; 2,63 ; 55,80 ;156900;166,3;908
25.07.2016;136;95,2;140,7;2829;334;642,8;323;162,6; 31,98 ; 33,96 ;9306;751;89,96; 29,26 ;245,2; 86,60 ; 0,07 ;117,35;4564;70,29;10100;2653;3295;0,1611; 0,66 ; 2,67 ; 55,25 ;158000;165,85;905,5
26.07.2016;135,75;95,1;140,69;2821;330;655;317,7;164,6; 31,61 ; 34,20 ;9339;761;93,53; 29,05 ;248,8; 86,10 ; 0,07 ;114,5;4680;70,48;10475;2700;3320;0,1585; 0,69 ; 2,64 ; 54,70 ;158000;164,55;905
27.07.2016;136,9;94,99;139,5;2836,5;329,9;655,4;319,8;165,9; 31,86 ; 33,91 ;9445;764;90,8; 28,62 ;249,35; 85,40 ; 0,07 ;114;4688;70,7;10020;2690;3360;0,156; 0,71 ; 2,60 ; 54,00 ;162900;164,6;905
28.07.2016;136,85;95,9;139,9;2887;334;653,2;320,95;166,6; 31,74 ; 33,31 ;9535;770;92,23; 29,35 ;251,8; 86,08 ; 0,07 ;114,95;4684;71,6;10292;2700;3385;0,1585; 0,72 ; 2,62 ; 54,45 ;164800;164,55;900,5
29.07.2016;139,15;98,8;137,3;2867;325,5;648,1;317,45;169; 31,21 ; 32,60 ;9444;793,2;95,29; 29,50 ;252; 85,70 ; 0,07 ;113,51;4664;71,25;10210;2715;3420;0,16099; 0,71 ; 2,61 ; 58,35 ;166500;165,8;907,5
